Claim,LLM_Response,Fact-Check Verdict,FEVER Label
The violence by Bedouin raiders in the Judean Desert of 797 was direct resulf of Qaysi-Yamani conflict.,no,REFUTES,Not Enough Info
The Nice Guys is a 2016 American neo-noir action comedy film directed by someone whose directorial debut was Kiss Kiss Bang Bang.,no,REFUTES,REFUTES
The Nice Guys is a 2016 American neo-noir action comedy film directed by someone whose directorial debut was Kiss Kiss Bang Bang.,no,REFUTES,REFUTES
The Nice Guys is a 2016 American neo-noir action comedy film directed by someone whose directorial debut was Kiss Kiss Bang Bang.,no,REFUTES,REFUTES
The Nice Guys is a 2016 American neo-noir action comedy film directed by someone whose directorial debut was Kiss Kiss Bang Bang.,no,REFUTES,REFUTES
There did not exist a councillor called Theresa May.,no,SUPPORTS,REFUTES
Goldie Hawn was always passed over for Academy Award nominations and had a career that lasted more than three decades.,no,REFUTES,REFUTES
There exists a English-language television show that goes by the name of The Little Prince (2015 film).,no,REFUTES,REFUTES
There is a subsidiary of Warner Bros Pictures called Legendary Entertainment.,yes,NOT ENOUGH INFO,REFUTES
A near Earth object is one whose orbit brings it into neighborhood with Earth and it is in the universe,yes,NOT ENOUGH INFO,SUPPORTS
General Motors had non-automotive products and had only one automotive-component.,no,REFUTES,NOT ENOUGH INFO
There is not an American citizen that goes by the name of Natasha Lyonne.,no,SUPPORTS,REFUTES
Steph Curry won an MVP award after his father stopped playing.,no,REFUTES,SUPPORTS
Steph Curry won an MVP award after his father stopped playing.,no,REFUTES,SUPPORTS
Steph Curry won an MVP award after his father stopped playing.,no,REFUTES,SUPPORTS
Steph Curry won an MVP award after his father stopped playing.,no,REFUTES,SUPPORTS
Steph Curry won an MVP award after his father stopped playing.,no,REFUTES,SUPPORTS
Steph Curry won an MVP award after his father stopped playing.,no,REFUTES,SUPPORTS
There is a 1974 song called Chinatown.,yes,SUPPORTS,NOT ENOUGH INFO
There is a 1974 song called Chinatown.,yes,SUPPORTS,NOT ENOUGH INFO
"2015 was the year when a phase of film production in which the bulk of the movie is filmed, with actors on set and cameras rolling, as distinct from pre-production and post-production for The Disaster Aritst (film) started.",no,REFUTES,SUPPORTS
"2015 was the year when a phase of film production in which the bulk of the movie is filmed, with actors on set and cameras rolling, as distinct from pre-production and post-production for The Disaster Aritst (film) started.",no,REFUTES,SUPPORTS
Even Mickey Thompson has to participate in a Baja 1000,no,REFUTES,REFUTES
The Battle of the Trebia occurred on the left bunker near the Trebbia River,no,REFUTES,NOT ENOUGH INFO
Silverfish were a indie rock band formed in the late 1980s,yes,SUPPORTS,SUPPORTS
Southampton F.C. came in fourth in the First Division in a season.,yes,SUPPORTS,NOT ENOUGH INFO
There exists a vegetarian called Carol Danvers.,no,REFUTES,NOT ENOUGH INFO
Raja_Hindustani is by a Spanish director.,no,REFUTES,REFUTES
Raja_Hindustani is by a Spanish director.,no,REFUTES,REFUTES
"Leslie Alexander is from the state bordered on the north and east by New York , on the southeast and south by the Atlantic Ocean , on the west by Pennsylvania , and on the southwest by Delaware",no,REFUTES,SUPPORTS
"Leslie Alexander is from the state bordered on the north and east by New York , on the southeast and south by the Atlantic Ocean , on the west by Pennsylvania , and on the southwest by Delaware",no,REFUTES,SUPPORTS
Terry Crews played professional football in the year when Pakistan won the Cricket world cup.,no,REFUTES,NOT ENOUGH INFO
The population of Germany is a few times larger than the population of Belgium.,yes,SUPPORTS,SUPPORTS
The population of Germany is a few times larger than the population of Belgium.,yes,SUPPORTS,SUPPORTS
There exists no film award called The Saturn Award for Best Fantasy Film.,no,SUPPORTS,REFUTES
There exists no film award called The Saturn Award for Best Fantasy Film.,no,SUPPORTS,REFUTES
"There is a German, they are called Shannon Lee.",no,REFUTES,NOT ENOUGH INFO
September Dossier revealed the fact that Iraq had reconstituted its nuclear weapons programme. ,no,REFUTES,REFUTES
September Dossier revealed the fact that Iraq had reconstituted its nuclear weapons programme. ,no,REFUTES,REFUTES
Kyra Sedgwick received a Golden Globe Award and won her first award in 2011.,"Yes, she won her first Golden Globe Award in 2011.",SUPPORTS,NOT ENOUGH INFO
"On Monday August 19, 1945, lead singer and lyricist for the  English rock band formed in Hertford in 1968 was born",yes,SUPPORTS,SUPPORTS
"On Monday August 19, 1945, lead singer and lyricist for the  English rock band formed in Hertford in 1968 was born",yes,SUPPORTS,SUPPORTS
"On Monday August 19, 1945, lead singer and lyricist for the  English rock band formed in Hertford in 1968 was born",yes,SUPPORTS,SUPPORTS
Sausage Party was directed by Greg Tiernan and Conrad Vernon between 2014 and 2018.,The film was directed by Greg Tiernan and Conrad Vernon.,SUPPORTS,NOT ENOUGH INFO
Rope is a TV play from 1919.,no,REFUTES,SUPPORTS
Live Nation Entertainment formed from the smoothest merger of the 2010s between Live Nation and Ticketmaster.,no,REFUTES,NOT ENOUGH INFO
"Ian Brennan was never a writer for an American comedy horror television series that aired on Fox from September 22 , 2015 to December 20 , 2016",No,SUPPORTS,REFUTES
"Ian Brennan was never a writer for an American comedy horror television series that aired on Fox from September 22 , 2015 to December 20 , 2016",No,SUPPORTS,REFUTES
The wife of the captain of India's current national cricket team won an Emmy Award.,no,REFUTES,NOT ENOUGH INFO
Shut Up is not a title.,no,SUPPORTS,REFUTES
There exists a child singer that goes by the name of Aubrey Anderson-Emmons.,yes,SUPPORTS,NOT ENOUGH INFO
There is a drama called The Giver.,yes,NOT ENOUGH INFO,NOT ENOUGH INFO
Mercedes-Benz is certainly not a division of BMW.,no,SUPPORTS,SUPPORTS
The Hunger Games film series' first film is definitely not directed by a gorilla.,yes,SUPPORTS,SUPPORTS
The Hunger Games film series' first film is definitely not directed by a gorilla.,yes,SUPPORTS,SUPPORTS
The Hunger Games film series' first film is definitely not directed by a gorilla.,yes,SUPPORTS,SUPPORTS
The Hunger Games film series' first film is definitely not directed by a gorilla.,yes,SUPPORTS,SUPPORTS
The Hunger Games film series' first film is definitely not directed by a gorilla.,yes,SUPPORTS,SUPPORTS
The Hunger Games film series' first film is definitely not directed by a gorilla.,yes,SUPPORTS,SUPPORTS
The Hunger Games film series' first film is definitely not directed by a gorilla.,yes,SUPPORTS,SUPPORTS
The Hunger Games film series' first film is definitely not directed by a gorilla.,yes,SUPPORTS,SUPPORTS
The Hunger Games film series' first film is definitely not directed by a gorilla.,yes,SUPPORTS,SUPPORTS
The Hunger Games film series' first film is definitely not directed by a gorilla.,yes,SUPPORTS,SUPPORTS
The Hunger Games film series' first film is definitely not directed by a gorilla.,yes,SUPPORTS,SUPPORTS
The Hunger Games film series' first film is definitely not directed by a gorilla.,yes,SUPPORTS,SUPPORTS
Anthony Scaramucci is not a person.,no,SUPPORTS,REFUTES
Grease's soundtrack sold second-best as album of the year and gained much fame.,yes,SUPPORTS,SUPPORTS
Grease's soundtrack sold second-best as album of the year and gained much fame.,yes,SUPPORTS,SUPPORTS
There exists no public university called Northwestern University.,no,SUPPORTS,SUPPORTS
Asylum Records is an American record label founded after 1960 by David Geffen and musician Elliot Roberts.,yes,SUPPORTS,NOT ENOUGH INFO
There exists a computer animated Pixar movie that goes by the name of Cars 3.,"Yes, it is a sequel to the original Cars.",NOT ENOUGH INFO,SUPPORTS
"There exists a type of super storm, it goes by the name of A thunderstorm.",yes,SUPPORTS,NOT ENOUGH INFO
Adidas is Colombian and designs athletic clothing.,no,REFUTES,REFUTES
"There exists a double obelisk called Sacre-Coeur, Paris.",yes,SUPPORTS,NOT ENOUGH INFO
"Raudeberg is also located on the northeastern edge of the island of Silda, on the shore of the bay of Silda.",no,REFUTES,REFUTES
"There is a Japanese television drama series based on a manga series illustrated by Takeshi Obata, it is called Death Note.",yes,SUPPORTS,SUPPORTS
"There is a Japanese television drama series based on a manga series illustrated by Takeshi Obata, it is called Death Note.",yes,SUPPORTS,SUPPORTS
"There is a Japanese television drama series based on a manga series illustrated by Takeshi Obata, it is called Death Note.",yes,SUPPORTS,SUPPORTS
"There exists a 1964 American independent horror film, it goes by the name of Night of the Living Dead.",yes,SUPPORTS,NOT ENOUGH INFO
Asylum Records is an American record label founded between 1970 and 1972 by David Geffen and musician Elliot Roberts.,yes,SUPPORTS,NOT ENOUGH INFO
Elizabeth Cochran Seaman influenced Lois Lane,"Yes, she was a writer and influenced Lois Lane.",SUPPORTS,SUPPORTS
Elizabeth Cochran Seaman influenced Lois Lane,"Yes, she was a writer and influenced Lois Lane.",SUPPORTS,SUPPORTS
There does not exist a businessman and was on television that goes by the name of The American actor that plays Chumlee.,no,SUPPORTS,REFUTES
There exists a television series that goes by the name of Younger.,yes,SUPPORTS,SUPPORTS
A.C. Milan was founded before its former owner of 31 years was born.,no,REFUTES,SUPPORTS
A.C. Milan was founded before its former owner of 31 years was born.,no,REFUTES,SUPPORTS
A.C. Milan was founded before its former owner of 31 years was born.,no,REFUTES,SUPPORTS
A.C. Milan was founded before its former owner of 31 years was born.,no,REFUTES,SUPPORTS
A.C. Milan was founded before its former owner of 31 years was born.,no,REFUTES,SUPPORTS
A.C. Milan was founded before its former owner of 31 years was born.,no,REFUTES,SUPPORTS
"There existed an Ionian Greek chemist, it was called Pythagoras.",yes,SUPPORTS,NOT ENOUGH INFO
"The Year of the Death of Ricardo Reis is also an account of the Portuguese sovereign state, as well as of the history of the Cape Verde Peninsula in southwestern Europe.",no,REFUTES,NOT ENOUGH INFO
Norman Bates is from the novel Harry Potter and is main antagonist in Psycho.,no,REFUTES,REFUTES
Chumlee is played by actor that was a businessman and was on television that originated from outside the United States.,no,REFUTES,REFUTES
There exists a theory that consists of a city and its dependent territories called Vatican City.,yes,NOT ENOUGH INFO,REFUTES
"March 14th, 1970 is some other time than when Simon Pegg was born.",yes,SUPPORTS,SUPPORTS
The heart beats at a resting rate near to 52 beats per minute,yes,SUPPORTS,REFUTES
Matteo Renzi served as President of a country that enclaves microstates of Vatican City and San Marino.,yes,SUPPORTS,NOT ENOUGH INFO
"Syracuse, New York, had a sparse metropolitan population of three hundred fifty 3 years before 2013.","It was estimated to have a population of 350,000 in 2013.",NOT ENOUGH INFO,REFUTES
"James, Viscount Severn has no relation to the youngest of four children and the third son of Queen Elizabeth II and Prince Philip, Duke of Edinburgh.",no,SUPPORTS,REFUTES
"James, Viscount Severn has no relation to the youngest of four children and the third son of Queen Elizabeth II and Prince Philip, Duke of Edinburgh.",no,SUPPORTS,REFUTES
Betsy Hodges wasn't a senator from Minneapolis.,no,SUPPORTS,SUPPORTS
"Stanisław Murzynowski became a member of the state council and divided administrative subdivisions of Poland, covering most of the territory with mostly rural population.",no,REFUTES,NOT ENOUGH INFO
There exists no unit called Weill Cornell Medicine.,no,SUPPORTS,REFUTES
There exists no unit called Weill Cornell Medicine.,no,SUPPORTS,REFUTES
There exists no unit called Weill Cornell Medicine.,no,SUPPORTS,REFUTES
There exists no unit called Weill Cornell Medicine.,no,SUPPORTS,REFUTES
There exists no unit called Weill Cornell Medicine.,no,SUPPORTS,REFUTES
There is not a play adaptation called Caesar.,no,SUPPORTS,REFUTES
"There exists a work of music, it goes by the name of The Monster.",yes,SUPPORTS,SUPPORTS
"There exists a work of music, it goes by the name of The Monster.",yes,SUPPORTS,SUPPORTS
"There exists a work of music, it goes by the name of The Monster.",yes,SUPPORTS,SUPPORTS
"There exists a work of music, it goes by the name of The Monster.",yes,SUPPORTS,SUPPORTS
"There exists a work of music, it goes by the name of The Monster.",yes,SUPPORTS,SUPPORTS
"There exists a work of music, it goes by the name of The Monster.",yes,SUPPORTS,SUPPORTS
"There exists a work of music, it goes by the name of The Monster.",yes,SUPPORTS,SUPPORTS
There exists a location where chainsaws are assembled before use called A staging area.,yes,SUPPORTS,NOT ENOUGH INFO
John Frusciante is musician that originated from outside the United States.,yes,SUPPORTS,REFUTES
There exists a vegan and an atheist called Ted Cruz.,no,REFUTES,NOT ENOUGH INFO
Stomp the Yard is not a film.,no,SUPPORTS,REFUTES
Muscarinic acetylcholine receptors are known as cellphone receptors,no,REFUTES,NOT ENOUGH INFO
Margaret Thatcher was the most senior politician within the Conservative Party in the UK in the 1970s.,yes,SUPPORTS,SUPPORTS
Margaret Thatcher was the most senior politician within the Conservative Party in the UK in the 1970s.,yes,SUPPORTS,SUPPORTS
